accept	caip2	6569703135353a31
accept	caip2	737461726b6e65743a534e5f474f45524c49
accept	caip2	636f736d6f733a42696e616e63652d436861696e2d546967726973
accept	caip2	31323334353a31
accept	caip2	612d623a31
accept	caip2	6162633a61
accept	caip2	61626364656667683a61
accept	caip2	6162633a6161616161616161616161616161616161616161616161616161616161616161
accept	caip10	6569703135353a313a307861623136613936443335396543323661313165324332623364386638423839343264354266636462
accept	caip10	6865646572613a6d61696e6e65743a302e302e313233343536373839302d7a62686c74
accept	caip10	6569703135353a313a61622532306364
accept	caip10	6162633a313a6161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161
accept	caip19	6569703135353a312f736c697034343a3630
accept	caip19	6569703135353a312f6572633732313a3078303630313263386366393742456144356465416532333730373046393538376638453741323636642f373731373639
accept	caip19	6569703135353a312f65726332303a61622532656364
accept	caip19	6162633a312f6465663a36302f747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474
reject	caip2	61623a31
reject	caip2	6162636465666768693a31
reject	caip2	6569703135353a
reject	caip2	6569703135353a616161616161616161616161616161616161616161616161616161616161616161
reject	caip10	6569703135353a313a
reject	caip10	6569703135353a313a616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161
reject	caip19	6569703135353a312f61623a3630
reject	caip19	6569703135353a312f6162636465666768693a3630
reject	caip19	6569703135353a312f736c697034343a
reject	caip19	6569703135353a312f736c697034343a616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161616161
reject	caip19	6569703135353a312f736c697034343a36302f
reject	caip19	6569703135353a312f736c697034343a36302f74747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474747474
reject	caip2	4549503135353a31
reject	caip2	6569705f3135353a31
reject	caip2	6569702e3135353a31
reject	caip2	656970253135353a31
reject	caip2	656970203135353a31
reject	caip2	65694035353a31
reject	caip2	6569702f3135353a31
reject	caip2	6569703135353a312e32
reject	caip2	6569703135353a312532
reject	caip2	6569703135353a6e61406d65
reject	caip2	6569703135353a612062
reject	caip2	6569703135353a610962
reject	caip10	6569703135353a313a30785f6162
reject	caip10	6569703135353a313a3078206162
reject	caip10	6569703135353a313a614062
reject	caip10	6569703135353a313a612f62
reject	caip10	6569703135353a313a613a62
reject	caip2	656970313535
reject	caip2	3a31
reject	caip2	6569703135353a3a31
reject	caip2	6569703135353a313a32
reject	caip19	6569703135353a31736c697034343a3630
reject	caip19	6569703135353a312f2f736c697034343a3630
reject	caip19	6569703135353a312f736c697034343630
reject	caip19	6569703135353a312f736c697034343a36302f312f32
reject	caip19	6569703135353a312f736c697034343a36302f
reject	caip2	6569703135353a310a
reject	caip2	6569703135353a310d0a
reject	caip2	6569703135353a310d
reject	caip2	6569703135353a3109
reject	caip2	6569703135353a310b
reject	caip2	6569703135353a310c
reject	caip2	6569703135353a3100
reject	caip2	6569703135353a3120
reject	caip10	6569703135353a313a30786162630a
reject	caip19	6569703135353a312f736c697034343a36300a
reject	caip2	0a6569703135353a31
reject	caip2	206569703135353a31
reject	caip2	096569703135353a31
reject	caip2	006569703135353a31
reject	caip2	6569703135350a3a31
reject	caip2	656970003135353a31
reject	caip2	6569703135353a31e280a8
reject	caip2	6569703135353a31e280a9
reject	caip2	6569703135353a31c2a0
reject	caip2	6569703135353a31e38080
reject	caip2	6569703135353a31e2808b
reject	caip2	6569703135353a31efbbbf
reject	caip2	6569703135353a31c285
reject	caip2	6569703135353a31e28083
reject	caip2	efbbbf6569703135353a31
reject	caip2	656970313535e2808b3a31
reject	caip2	6569703135353aefbc91
reject	caip2	efbd8569703135353a31
reject	caip2	d0b569703135353a31
reject	caip2	6569703135353a31cc81
reject	caip2	6569703135353a31f09f9880
reject	caip2	636166c3a93a31
reject	caip2	6569703135353ac2b2
reject	caip2	6569703135353a313a3078616263
reject	caip2	6569703135353a312f736c697034343a3630
reject	caip10	6569703135353a31
reject	caip10	6569703135353a312f736c697034343a3630
reject	caip19	6569703135353a31
reject	caip19	6569703135353a313a3078616263
reject	caip2	6569703135353a3124
reject	caip2	5e6569703135353a31
reject	caip2	6569703135353a2e2a
reject	caip2	6569703135353a317c78
reject	caip2	2e2e3a31
reject	caip2	6569703135353a310a3c7363726970743e
reject	caip2	6569703135353a31006578747261
reject	caip2	6569703135353a31204f5220313d31
reject	caip2	
